date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,moonphase,people
2020/9/15,82.4,69.8,76.6,88.2,69.8,78.1,71.4,84.4,0.014,100,4.17,0,0,14.1,8.9,157.2,1010.8,71.2,5.6,65.7,5.6,3,,0.92,1
2020/9/16,78.8,75.2,76.9,78.8,75.2,76.9,74.8,93.2,0.194,100,25,0,0,20.6,8.9,3.3,1009.7,41.1,3.8,54.1,4.6,2,,0.96,3
2020/9/17,84.2,69.8,76,94.1,69.8,77.3,73.4,91.9,0.17,100,8.33,0,0,25.2,15.7,337.3,1009.8,67.3,4.4,99.9,8.6,4,,0,2
2020/9/18,68,64.4,66.1,68,64.4,66.1,64,92.8,1.087,100,33.33,0,0,25.2,11.3,329.3,1017.2,72.7,5.5,40.1,3.4,2,,0.02,1
2020/9/19,69.8,64.4,67.4,69.8,64.4,67.4,66.5,97,2.619,100,33.33,0,0,12.5,4.6,327,1017.3,73.4,3.2,22.4,1.9,1,,0.06,0
2020/9/20,77,68,71,77,68,71,65.1,82.8,0.023,100,16.67,0,0,20.6,6.7,28.3,1016.6,42.4,4.6,109.4,9.5,4,,0.09,1
2020/9/21,78.8,66.2,71.9,78.8,66.2,71.9,63.1,75.6,0.004,100,4.17,0,0,15,6.7,132.8,1015.6,72.3,6.1,88.4,7.5,4,,0.13,2
2020/9/22,78.8,68,72.4,78.8,68,72.4,62.9,73.4,0.118,100,8.33,0,0,15.7,8.9,24.6,1014,77,6.3,74,6.3,3,,0.16,3
2020/9/23,71.6,66.2,68.4,71.6,66.2,68.4,65.5,90.5,0.388,100,20.83,0,0,16.6,8.9,318,1013.5,77.5,5.3,37.4,3.2,1,,0.2,5
2020/9/24,80.6,66.2,71.4,81.8,66.2,71.5,63.3,77,0.031,100,8.33,0,0,25.7,11.2,319,1013.1,43.3,5.6,158,13.7,6,,0.25,0
2020/9/25,80.6,64.4,72,81.8,64.4,72.1,63.6,76.6,0.036,100,20.83,0,0,21.3,11.2,339.6,1013.1,49.5,6.2,177,15.3,6,,0.27,4
2020/9/26,78.8,66.2,72.3,78.8,66.2,72.3,64.2,76.4,0.004,100,4.17,0,0,18.2,11.2,337,1014.1,55.4,6.2,102.5,8.8,4,,0.3,5
2020/9/27,80.6,64.4,70.9,82.7,64.4,71.1,65.8,85.1,0.083,100,4.17,0,0,18.8,11.2,0.1,1015,49.6,5.6,182.9,15.9,7,,0.34,3
2020/9/28,78.8,66.2,70.2,78.8,66.2,70.2,66.9,89.9,0.003,100,4.17,0,0,17.6,8.9,12,1014.3,35.6,5.1,157.6,13.6,6,,0.37,1
2020/9/29,80.6,66.2,72.1,81.5,66.2,72.2,63.2,75.9,0.012,100,4.17,0,0,17.6,6.7,0.6,1011.1,49.8,6,208.2,18,8,,0.41,6
2020/9/30,82.3,64.4,71.6,82.4,64.4,71.7,62.4,74.7,0.013,100,4.17,0,0,24.6,11.2,341.2,1011.7,34.1,6.2,193.1,16.7,7,,0.44,25
2020/10/1,82.4,64.4,72.2,82.9,64.4,72.3,63.3,75.7,0,0,0,0,0,19.5,8.9,90.8,1013.1,48,6.2,190.5,16.5,6,,0.48,0
2020/10/2,85.9,66.2,74.4,86.7,66.2,74.7,65.3,75.2,0,0,0,0,0,16.6,13.4,147.5,1013.1,10,5.5,225.2,19.4,8,,0.5,0
2020/10/3,84.2,68,76.6,89.6,68,77.8,68.9,77.9,0.004,100,4.17,0,0,17.7,11.2,148.5,1012.4,29.5,6.1,162.3,14,6,,0.54,0
2020/10/4,77,66.2,72.8,77,66.2,72.8,68.8,87.3,0.115,100,12.5,0,0,35.7,11.2,310.5,1012.4,53.8,5.7,64.7,5.4,2,,0.58,1
2020/10/5,71.6,62.6,67.5,71.6,62.6,67.5,55.7,66.5,0.024,100,4.17,0,0,35.7,15.5,347,1019.2,57.5,6.2,109.1,9.4,5,,0.61,0
2020/10/6,75.2,64.4,69,75.2,64.4,69,55.8,63.2,0.024,100,12.5,0,0,25.9,11.2,349.5,1020.9,79.7,6.3,128.1,11.1,6,,0.64,2
2020/10/7,71.6,64.4,68.7,71.6,64.4,68.7,57,66.8,0,0,0,0,0,23.3,11.2,351.6,1021.1,69.8,6.3,106.3,9.1,5,,0.68,0
2020/10/8,75.2,64.4,69.6,75.2,64.4,69.6,58.1,67.6,0,0,0,0,0,28.2,13.4,350.8,1021.1,65.6,6.3,134.2,11.6,5,,0.71,1
2020/10/9,77,62.6,69.1,77,62.6,69.1,58.2,69.5,0,0,0,0,0,24.4,11.2,346,1019.8,63.4,6.2,124.4,10.8,4,,0.74,0
2020/10/10,77,59,67.7,77,59,67.7,58,73.2,0,0,0,0,0,18.5,8.9,0.6,1017.8,34.2,6.2,170.4,14.7,7,,0.75,2
2020/10/11,78.8,59,67.9,78.8,59,67.9,58.7,74.2,0,0,0,0,0,17.2,6.7,25.7,1015.3,14.2,6.1,179.2,15.5,6,,0.81,3
2020/10/12,77,60.8,68.2,77,60.8,68.2,59.8,76.2,0,0,0,0,0,20.4,8.9,358.2,1016.8,39.6,5.7,154.7,13.3,5,,0.84,4
2020/10/13,73.4,59,67.2,73.4,59,67.2,59.1,76.7,0.016,100,8.33,0,0,27.5,11.2,37.8,1020.3,27.3,5.6,144,12.4,5,,0.88,5
2020/10/14,77,62.6,69.9,77,62.6,69.9,58.3,68,0,0,0,0,0,22.5,8.9,14.6,1021.9,53.8,6.3,161.1,13.9,7,,0.91,9
2020/10/15,75.2,64.4,69.4,75.2,64.4,69.4,57.9,67.3,0.024,100,4.17,0,0,24.2,8.9,43.1,1022.7,81.2,6.3,95.8,8.2,4,,0.94,12
2020/10/16,64.4,60.8,62.4,64.4,60.8,62.4,58.9,88.7,0.044,100,33.33,0,0,22.2,8.9,332.9,1021.9,85.9,5.8,54.3,4.5,3,,0.98,2
2020/10/17,71.6,59,64.4,71.6,59,64.4,55.9,75.2,0.034,100,12.5,0,0,22.4,11.2,333.4,1023.1,73.1,5.4,121.2,10.4,5,,0,4
2020/10/18,69.8,60.8,64,69.8,60.8,64,57.7,81.7,0.087,100,16.67,0,0,21,8.9,345,1023,65.9,4.5,96.4,8.4,5,,0.05,2
2020/10/19,69.8,59,64.1,69.8,59,64.1,56.3,77.4,0.018,100,8.33,0,0,19.2,8.9,354.8,1023.3,43,4.9,90.8,7.7,5,,0.08,2
2020/10/20,73.4,55.4,64.9,73.4,55.4,64.9,56.7,76.2,0,0,0,0,0,20.8,11.2,6.2,1022.5,37.3,6.3,168.4,14.7,6,,0.11,1
2020/10/21,69.8,60.8,64.5,69.8,60.8,64.5,59.4,83.7,0.022,100,8.33,0,0,19,11.2,322.4,1018,66,4.8,39.1,3.3,1,,0.15,0
2020/10/22,68,60.8,64.3,68,60.8,64.3,56.4,76.2,0.095,100,12.5,0,0,22.8,13.4,328.2,1016.9,28.7,3.1,48.4,4.2,2,,0.18,0
2020/10/23,71.6,55.4,62.3,71.6,55.4,62.3,44.4,54.3,0,0,0,0,0,27.5,13.4,334.4,1020.3,3.7,6,202.1,17.5,7,,0.25,6
2020/10/24,68,50,59,68,47.3,58.8,46.3,65,0,0,0,0,0,21.2,6.7,326,1022.9,61,6.2,141.2,12,6,,0.25,3
2020/10/25,71.6,50,60.7,71.6,50,60.7,51.6,73.9,0,0,0,0,0,16.3,11.2,149.8,1021.2,25.3,6.2,195.6,16.8,7,,0.28,2
2020/10/26,78.8,57.2,67.2,78.8,57.2,67.2,56.7,70.8,0,0,0,0,0,17.1,11.2,138.4,1018.4,30.1,6.3,184.4,16,7,,0.32,1
2020/10/27,76.9,59.1,67.6,76.9,59.1,67.6,58,72.9,0,0,0,0,0,16.8,11.2,122.8,1019.1,43.2,6.1,79.8,6.9,3,,0.35,2
2020/10/28,77,62.6,68.1,77,62.6,68.1,58.6,72.7,0,0,0,0,0,20.5,8.9,7,1022.2,44.2,6,129.9,11.2,5,,0.38,0
2020/10/29,71.5,59,66.3,71.5,59,66.3,56.4,71.2,0,0,0,0,0,20.5,6.8,4.3,1023.7,38.4,5.8,133.1,11.5,6,,0.42,1
2020/10/30,71.6,55.4,61.9,71.6,55.4,61.9,51.1,70.1,0,0,0,0,0,22.8,11.2,343.1,1025.3,29,6.3,162.6,13.9,6,,0.45,3
2020/10/31,73.4,53.6,63.1,73.4,53.6,63.1,52.7,71.3,0,0,0,0,0,21.5,8.9,108.2,1022.8,36.4,6.2,177.2,15,7,,0.5,3
2020/11/1,75.2,57.2,66.1,75.2,57.2,66.1,56.8,73.6,0.004,100,4.17,0,0,12.3,8.9,310.9,1019.7,38.7,5.6,69.2,5.9,3,,0.52,0
2020/11/2,68,60.8,64.9,68,60.8,64.9,57.6,77.4,0.004,100,4.17,0,0,22.6,11.2,329.8,1021.1,59.7,3,66.4,5.6,3,,0.55,1
2020/11/3,68,53.6,60.8,68,53.6,60.8,47.3,63.5,0,0,0,0,0,31.1,13.6,355.5,1024.1,27.1,4.9,143.4,12.5,5,,0.59,4
2020/11/4,64.4,51.8,57.7,64.4,51.8,57.7,44.8,63,0,0,0,0,0,25.3,8.9,329.8,1025.3,55.4,6.1,88.2,7.8,4,,0.62,1
2020/11/5,69.8,51.8,61.3,69.8,51.8,61.3,52.2,73.3,0,0,0,0,0,18.1,13.4,127.8,1023.2,43.8,6.2,96.6,8.3,3,,0.66,0
2020/11/6,80.5,55.4,66.2,80.8,55.4,66.2,55.8,72,0,0,0,0,0,17.9,11.1,346,1020.4,10,5.9,168,14.4,7,,0.69,0
2020/11/7,76.9,62.6,68.9,76.9,62.6,68.9,51.7,56.3,0,0,0,0,0,19.7,11.1,325.4,1021,0,4.4,130.5,11.2,5,,0.72,0
2020/11/8,71.6,51.8,65.2,71.6,51.8,65.2,46,50.4,0,0,0,0,0,26.6,11.3,350.1,1025,10.1,5,152.8,13.3,6,,0.75,0
2020/11/9,68,50,57.6,68,50,57.6,44.5,64.6,0,0,0,0,0,23.7,9.3,10.9,1026.6,16.4,6.2,172.9,15,7,,0.79,0
2020/11/10,69.7,48.2,56.9,69.7,48.2,56.9,45.9,69.3,0,0,0,0,0,19,6.7,15.8,1028,28.8,6.2,160,13.8,6,,0.83,0
2020/11/11,68,46.4,57,68,46.4,57,48,74.2,0,0,0,0,0,21.7,8.9,48,1029.6,26.6,6.2,155.2,13.5,6,,0.86,0
2020/11/12,73.4,48.2,58.9,73.4,46.4,58.8,49.9,74.6,0,0,0,0,0,18.6,6.7,22.4,1027.5,21.4,6.1,166.7,14.5,6,,0.9,0
2020/11/13,68,51.8,59.7,68,51.8,59.7,52.7,78.8,0,0,0,0,0,25.6,11.1,13.9,1026.5,43.2,5.8,114.5,9.9,4,,0.93,0
2020/11/14,71.6,50.1,60.7,71.6,50.1,60.7,52.7,77,0,0,0,0,0,20,6.7,29.1,1026.2,44.5,5.7,132.7,11.6,5,,0.96,4
2020/11/15,75.2,51.8,63.6,75.2,51.8,63.6,55.9,78.2,0,0,0,0,0,16.8,6.7,107.4,1024.2,35.7,5.1,119.8,10.4,5,,0,2
2020/11/16,75.2,59,66.9,75.2,59,66.9,61.4,83.5,0.007,100,4.17,0,0,15.9,8.9,127.9,1022,68.2,4.5,70.8,6.1,3,,0.03,1
2020/11/17,78.7,60.7,69.1,78.7,60.7,69.1,62.9,81.8,0.017,100,8.33,0,0,27.7,13.4,160.9,1018.6,38.8,5,105.5,9.1,5,,0.06,5
2020/11/18,84.2,68,75.4,87.4,68,76.1,66.4,74.7,0.005,100,4.17,0,0,35.8,22.2,172.5,1011.8,23.3,6.2,123.6,10.5,5,,0.1,1
2020/11/19,84.2,62.6,72.6,85.7,62.6,72.9,63,73.2,0.074,100,4.17,0,0,26.1,11.1,352.8,1011.7,35.2,5.5,134,11.6,6,,0.13,0
2020/11/20,62.6,57.2,59.7,62.6,57.2,59.7,57.4,92.3,0.765,100,29.17,0,0,26.1,8.9,339.2,1019.4,93.1,2.1,45.3,4.1,2,,0.16,0
2020/11/21,66.2,57.2,62.3,66.2,57.2,62.3,57.9,85.9,0,0,0,0,0,21.1,11.2,170.7,1019.5,88.9,4.9,53.1,4.7,2,,0.2,2
2020/11/22,64.4,53.6,57.4,64.4,53.6,57.4,53.8,87.9,0.021,100,16.67,0,0,32,17.9,323.4,1023.9,81.5,5.7,47,3.9,2,,0.25,4
2020/11/23,55.4,51.8,53.3,55.4,51.8,53.3,49.2,86,0.038,100,12.5,0,0,21.9,8.9,325.8,1028.4,95.8,4.6,38.9,3.4,2,,0.26,2
2020/11/24,55.4,51.8,52.9,55.4,51.8,52.9,50.8,92.3,0.096,100,33.33,0,0,15.9,8.8,316.1,1026.8,92.6,3.8,31.1,2.6,2,,0.29,0
2020/11/25,59,53.6,56,59,53.6,56,54.6,95,0.088,100,20.83,0,0,13.6,6.7,323.3,1024.1,86.1,3.9,21.9,1.8,1,,0.33,0
2020/11/26,60.8,53.6,57.3,60.8,53.6,57.3,52,82.9,0.134,100,16.67,0,0,23.3,11.2,331.6,1024.7,82.4,5.4,57.8,5.1,3,,0.36,1
2020/11/27,55.5,51.8,54.1,55.5,51.8,54.1,49.4,84,0.328,100,25,0,0,23.5,13.5,324.4,1028.8,89.1,6,14.8,1.1,1,,0.39,1
2020/11/28,51.9,48.2,50.9,51.9,44.2,49.9,43.2,74.9,0.001,100,4.17,0,0,28.3,11.3,324.5,1030.9,77.6,5.3,41.2,3.7,2,,0.43,1
2020/11/29,51.9,48.2,49.7,51.9,44.2,47.6,39.6,68.4,0.005,100,4.17,0,0,19.2,9.2,327.2,1030.9,80.7,6.2,45.7,3.9,2,,0.46,0
2020/11/30,53.6,48.2,51.3,53.6,45.1,50,41.5,69.1,0,0,0,0,0,23,11.2,333.1,1033,75.7,4.8,64,5.6,3,,0.5,0
2020/12/1,60.8,51.8,55,60.8,51.8,55,46,72.5,0.002,100,4.17,0,0,25.3,9.1,4.4,1031.1,82,5,80.2,7,4,,0.53,2
2020/12/2,59,46.5,53.1,59,46.5,53,46.9,80.7,0,0,0,0,0,24.2,8.9,350.7,1028.4,65.3,5.2,85.8,7.3,4,,0.56,0
2020/12/3,53.6,48.2,50.7,53.6,43.4,49.7,41.4,70.6,0,0,0,0,0,31.3,15.8,331,1030.4,72.2,4.4,57.3,5,3,,0.6,0
2020/12/4,51.8,42.8,46.5,51.8,36.6,42.3,34.2,62.8,0,0,0,0,0,26.4,15.7,328.6,1031.4,61.2,5.9,116.6,10,5,,0.63,0
2020/12/5,51.8,46.4,48.7,51.8,43,46.8,38.2,67.1,0,0,0,0,0,21.4,8.9,331.3,1030.1,88.8,6,64.9,5.6,2,,0.67,0
2020/12/6,59,48.2,53.3,59,48.2,53.3,44.7,73.2,0,0,0,0,0,16.6,4.6,7.6,1027,55.1,6.1,126,11,5,,0.7,1
2020/12/7,59,51.8,55,59,51.8,55,47.9,77.3,0,0,0,0,0,19.7,8.9,10.2,1027.7,81.9,6,90.4,7.8,4,,0.74,1
2020/12/8,53.6,50,51.9,53.6,46.4,51.1,44.2,75.3,0.005,100,4.17,0,0,22.4,11.2,343.9,1028.2,88.9,4.1,34.9,3.1,1,,0.75,0
2020/12/9,60.8,46.4,55,60.8,46.4,54.8,45.6,71.3,0,0,0,0,0,17.1,6.7,62.9,1024.1,75,6,94.4,8.1,4,,0.81,1
2020/12/10,57.2,50,54,57.2,50,54,47.6,79.3,0.004,100,4.17,0,0,18.8,8.9,332.3,1022.3,50.2,3.3,103.5,8.9,5,,0.84,1
2020/12/11,53.6,50,51.4,53.6,45.7,50.5,47.8,87.6,0.01,100,4.17,0,0,17,11.2,339.2,1021.1,92.6,1.9,39,3.2,2,,0.88,1
2020/12/12,55.4,42.8,49.6,55.4,40.2,48.2,40.2,71,0,0,0,0,0,23.3,11.2,329.6,1020.7,20.2,2.3,145.5,12.5,6,,0.91,1
2020/12/13,60.8,41,50.4,60.8,41,49.7,39.3,68,0.016,100,16.67,0,0,27.3,15.6,336.3,1020.9,19,2.4,108.7,9.4,5,,0.95,2
2020/12/14,44.6,35.6,39.3,38.2,28.7,32.5,34,81.8,0.421,100,20.83,0,0,30.6,13.4,328.4,1030.5,98.1,5.7,36.6,3,2,,0.98,1
2020/12/15,46.4,35.6,40.4,42,29.9,35,24.7,54.7,0.016,100,4.17,0,0,23.5,11.2,330.7,1032.6,47.2,6.3,125.6,10.7,5,,0,2
2020/12/16,48.2,39.2,41.8,44.2,32.2,36.9,23.2,48.7,0,0,0,0,0,23.9,11.3,338.6,1033.3,61.5,6.3,137.7,12,6,,0.05,0
2020/12/17,50,39.2,44.5,47.3,34.3,41,32,61.5,0.003,100,4.17,0,0,21.1,8.9,345.8,1031,63.5,6.2,73.6,6.2,4,,0.08,2
2020/12/18,46.4,39.2,43.1,43,33.2,38.4,40.6,90.8,0.141,100,33.33,0,0,20.1,11.2,332.9,1030,97.2,3.3,13.8,1.2,1,,0.11,2
2020/12/19,46.5,41,43.8,44.3,34.4,39.3,33.8,68,0.067,100,12.5,0,0,25.9,13.3,338.2,1033.5,84,4.4,53.3,4.5,3,,0.15,3
2020/12/20,50.1,35.6,42.3,50.1,33.9,39,28.7,59.5,0,0,0,0,0,22.8,11.3,330.5,1033.8,48,6.2,104.5,9.1,5,,0.18,2
2020/12/21,51.9,32,40.6,51.9,32,39.9,30.3,70.2,0,0,0,0,0,20.1,6.8,359.7,1031.2,21.7,5.6,149,12.8,6,,0.21,2
2020/12/22,57.3,30.2,42.9,57.3,30.2,42.5,36.1,78.9,0,0,0,0,0,14.8,6.8,30.6,1027.1,0.5,3.9,144.8,12.5,6,,0.25,4
2020/12/23,51.9,37.4,46.4,51.9,33.9,45.3,44.6,93.6,0.116,100,20.83,0,0,14.7,6.7,157,1021.9,30.8,2.3,42.8,3.6,3,,0.27,0
2020/12/24,55.5,39.3,50.3,55.5,36.1,48.8,38.1,64.2,0.001,100,4.17,0,0,28.6,15.9,332.4,1021.7,4.2,3.4,141.4,12.4,5,,0.31,1
2020/12/25,53.7,35.6,44.4,53.7,35.6,43.9,34.3,71.2,0,0,0,0,0,22,6.7,26.2,1025.7,11.9,4.4,154.4,13.3,6,,0.34,2
2020/12/26,57.2,42.8,50.3,57.2,40.2,50,41.8,73.1,0.005,100,8.33,0,0,14.5,9,159,1022.5,31.8,5.1,50.9,4.3,3,,0.37,2
2020/12/27,59,44.7,51.7,59,42.2,51.6,45.8,81.1,0,0,0,0,0,18.3,8.9,344.2,1019.2,40.1,4.3,68,5.9,3,,0.4,1
2020/12/28,62.5,39.2,50.9,62.5,38.1,50.8,45.3,82.6,0,0,0,0,0,16.3,7,176.6,1020.9,33.3,2.6,138.9,12,6,,0.44,4
2020/12/29,64.4,37.6,51,64.4,27.3,48.5,45.6,82.7,0.251,100,12.5,0,0,40.3,24.6,323.6,1019.9,52.5,4.2,118.4,10.3,5,,0.47,5
2020/12/30,35.6,25.1,31,26,12.5,19,16.4,55.8,0.001,100,4.17,0,0,45.2,26.8,324.5,1034,52,6.3,161.1,14,6,,0.5,2
2020/12/31,35.8,23,27.7,28.4,10.8,19,8.8,45.9,0,0,0,0,0,38.7,17.9,322.6,1035.2,16.5,6.3,162.7,14,6,,0.54,3
2021/1/1,42.8,19.4,30.5,42.8,17.1,29.6,17.4,62.6,0,0,0,0,0,23.1,4.7,297.3,1031.2,3.7,6.3,163.8,14.2,6,,0.57,0
2021/1/2,48.2,23,35,46.4,23,33.1,21.6,62.5,0,0,0,0,0,16.6,8.9,355.8,1029.9,11.6,6,161.7,14,6,,0.61,3
2021/1/3,51.8,32,42.7,51.8,31.8,42.4,36.3,78.3,0,0,0,0,0,19.7,4.5,10.2,1029.7,78,4.8,71.2,6.1,4,,0.64,0
2021/1/4,57.2,42.8,51.3,57.2,42.2,51.2,45.1,80.2,0.028,100,20.83,0,0,19.9,4.5,46.2,1026.9,79.6,4.5,75.9,6.6,4,,0.68,1
2021/1/5,51.8,44.6,48.6,51.8,39.8,45.4,41.7,77.1,0.028,100,20.83,0,0,28.2,11.2,358.4,1027.8,91.2,5,55.1,4.6,3,,0.71,4
2021/1/6,44.6,41,42.2,40.9,34.4,37.7,32.6,68.8,0.006,100,4.17,0,0,23.6,11.2,345.3,1028.3,87.3,6.2,76.6,6.7,3,,0.75,0
2021/1/7,39.2,24.8,31.6,33.1,13,22.1,14.2,48.7,0.006,100,4.17,0,0,36.5,17.8,337.5,1032.7,76.3,5.5,93.3,8.1,4,,0.79,2
2021/1/8,32,21.2,25.5,21.4,8.5,15.4,4,40.8,0,0,0,0,0,34,15.7,324.6,1033.1,39.4,6.3,166.1,14.3,6,,0.82,0
2021/1/9,39.2,17.6,29.3,32.2,17.1,25.6,8.8,46,0,0,0,0,0,29.5,15.5,322.5,1031.1,31,6.3,167.5,14.4,7,,0.86,1
2021/1/10,44.6,23,34.5,39.8,19.2,32.1,14,46.9,0,0,0,0,0,22.4,8.9,3.2,1030.8,48.7,6.2,165.6,14.3,6,,0.89,0
2021/1/11,44.6,30.2,37.3,39.8,23.5,33,15.7,44.2,0,0,0,0,0,22.6,13.4,329.3,1029.6,20.8,6.1,165.2,14.4,6,,0.93,0
2021/1/12,51.8,28.4,39.9,51.8,26.6,37.7,12,35.6,0,0,0,0,0,22.1,11.2,263.1,1024.2,0,6.2,173.5,14.9,7,,0.96,6
2021/1/13,66.1,28.4,45,66.1,28.4,44.5,20.3,44.2,0,0,0,0,0,17.1,6.7,160.4,1019,0,6,172.1,15,7,,0,4
2021/1/14,68,32,48.5,68,32,48.4,27.8,50.9,0,0,0,0,0,18.6,13.4,166,1018.8,10,6.1,168.1,14.5,7,,0.03,5
2021/1/15,71.6,41,55.3,71.6,38.1,54,37.4,56.4,0,0,0,0,0,26.6,15.7,290.9,1017.5,4.3,5.6,168.1,14.5,6,,0.06,0
2021/1/16,48.2,39.2,44.2,44.3,33.1,38.9,32.4,63.8,0,0,0,0,0,30.4,11.2,7.7,1028.3,77.7,4.7,92.7,8,4,,0.09,1
2021/1/17,44.6,32,38.7,40.8,27.6,34.2,22,53.2,0,0,0,0,0,28.4,11.2,347.4,1033.1,34.8,6.2,153.2,13.3,6,,0.13,7
2021/1/18,55.4,24.8,38.8,55.4,24.8,38.1,23,58.8,0,0,0,0,0,18.7,8.9,110.5,1027.1,0,5.9,177.8,15.2,7,,0.16,9
2021/1/19,57.2,28.4,41.8,57.2,28.4,41.2,30.3,65.8,0,0,0,0,0,22.1,15.7,122.4,1027.5,7.8,5.2,169,14.5,7,,0.19,6
2021/1/20,59,35.6,49.3,59,35.6,49,43.6,81.1,0.002,100,4.17,0,0,19.7,6.7,188.9,1024.2,60.4,4.6,77,6.8,4,,0.22,3
2021/1/21,68,53.6,59.3,68,53.6,59.3,55.3,86.9,0.022,100,4.17,0,0,17.4,11.2,151.4,1019.2,68.3,3.9,85.7,7.1,4,,0.25,0
2021/1/22,59,50,53.9,59,47.3,53.3,52.5,95,0.097,100,12.5,0,0,18.5,8.9,358.7,1017.5,88.9,2.6,16.8,1.4,1,,0.29,1
2021/1/23,50,46.4,48,47.3,42,44.7,46.1,93.3,0.01,100,8.33,0,0,21,11.2,339.6,1018.5,100,2.9,36,3.2,2,,0.32,0
2021/1/24,46.4,44.6,45.9,46.4,40.8,43.5,41.9,85.9,0,0,0,0,0,19.7,8.9,339.7,1023.6,94.9,2.1,57.1,5,2,,0.35,4
2021/1/25,59,46.4,52.2,59,44.3,52,47.2,84,0.008,100,8.33,0,0,15.7,6.9,161.5,1021.3,87.3,3.5,69,5.9,4,,0.38,2
2021/1/26,55.4,46.4,50.4,55.4,43,48.4,45.5,83.3,0.059,100,16.67,0,0,23.9,13.4,331.9,1021.4,89.4,4.7,30.9,2.7,1,,0.42,1
2021/1/27,50,44.6,47.2,48.2,42.2,45,40.9,79.4,0.009,100,4.17,0,0,17.1,7,356.6,1023.4,94,4.1,62.8,5.4,3,,0.45,0
2021/1/28,55.4,41,47.6,55.4,35.3,45.4,37.6,70.2,0.038,100,8.33,0,0,35.6,17.9,334.4,1025.3,55.9,3.6,138,12,5,,0.48,3
2021/1/29,50,32,40.3,48.5,27.5,37,24.4,57.7,0,0,0,0,0,28.2,11.2,100.2,1029.6,1.4,5.7,188.8,16.1,7,,0.5,0
2021/1/30,60.8,32,46.9,60.8,32,46.1,32.3,59.8,0,0,0,0,0,18.1,11.2,150.7,1026.5,21.5,6.2,185.7,16.1,7,,0.55,1
2021/1/31,69.8,50,59.7,69.8,47.3,59.5,48.3,66.6,0,0,0,0,0,22.8,17.8,168.5,1022.8,62.3,6.3,99.7,8.4,4,,0.58,22
2021/2/1,60.8,51.8,55.3,60.8,51.8,55.3,48.2,77.5,0.076,100,12.5,0,0,20.3,8.9,4.2,1020.3,58.9,4.6,93.3,8,4,,0.62,3
2021/2/2,51.8,39.2,47.8,51.8,38.1,46,39.8,74.6,0,0,0,0,0,21.7,8.9,0.9,1027.4,40,4.4,138.4,11.9,6,,0.66,3
2021/2/3,62.6,37.4,49.6,62.6,36,48.9,39.9,72,0,0,0,0,0,23.9,15.7,167.3,1025.5,26,5,151.1,13.1,5,,0.69,2
2021/2/4,53.6,41,47.7,53.6,38.1,46.6,41.1,78.5,0,0,0,0,0,20.1,11.2,18,1027.3,27.7,3.7,181.5,15.7,7,,0.73,2
2021/2/5,60.7,48.2,52.9,60.7,45.2,52.2,45.8,77.1,0.096,100,16.67,0,0,17.9,8.9,65.8,1020.7,59.7,3.1,74.3,6.5,4,,0.75,1
2021/2/6,64.4,48.2,54.3,64.4,46.4,53.6,47.7,80,0.017,100,8.33,0,0,20.2,8.9,17.4,1019.6,43.8,3.3,153,13.3,6,,0.8,1
2021/2/7,69.7,42.8,55,69.7,42.2,54.9,45.6,73.8,0,0,0,0,0,21.3,9.2,54.8,1020.8,14.8,3.6,152.1,13.1,6,,0.83,3
2021/2/8,57.2,44.6,47.9,57.2,38.9,44.2,39.6,73.1,0.016,100,8.33,0,0,28.3,13.5,19.7,1029.1,79.7,5.3,46.2,4.2,2,,0.87,3
2021/2/9,55.4,42.8,47.1,55.4,38.6,45,35.8,65.6,0,0,0,0,0,19,11.3,109.9,1026.6,64.6,6.2,119.8,10.3,5,,0.91,4
2021/2/10,53.6,44.6,48.9,53.6,42.2,48.2,43,80.3,0.021,100,4.17,0,0,13.8,12.8,151.5,1019.8,86.9,6,56.1,4.8,2,,0.94,0
2021/2/11,51.7,46.3,49.7,51.7,39.6,47.9,48.7,96.5,0.45,100,4.17,0,0,21.3,28.9,18.7,1003.1,96.5,3.3,20.6,1.8,1,,0.98,0
2021/2/12,55.3,48,51.8,55.3,38.1,50.6,49.4,91.7,0,0,0,0,0,14.3,40.3,181.4,993.3,100,3.4,56.4,4.7,2,,0,0
2021/2/13,60.7,51.6,54.7,60.7,51.6,54.7,50.8,87.3,0.022,100,4.17,0,0,17.2,35.8,101.4,996.9,93.6,3,73.6,6.4,4,,0.04,0
2021/2/14,68,51.8,58.3,68,51.8,58.3,53.8,86.5,0.051,100,8.33,0,0,21.9,4.7,40.1,1014.4,60,3.8,133.5,11.5,6,,0.08,3
2021/2/15,59,46.4,52.5,59,41.9,51.5,45.7,78.3,0,0,0,0,0,25.5,11.4,14.8,1018.5,59.2,4,119,10.3,5,,0.11,1
2021/2/16,51.8,42.8,47.8,51.8,40,46.2,41.1,77.9,0.013,100,8.33,0,0,26.4,8.9,81,1020.1,72,4.7,33.1,3,1,,0.14,1
2021/2/17,50,33.9,45.1,45.7,29.8,41.3,31.4,60.1,0,0,0,0,0,22.1,13.4,0.8,1026.9,47,5.5,171,14.6,6,,0.17,1
