date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,moonphase,people
2017/1/1,60.8,39.2,49.5,60.8,36,49.1,46.9,91.5,0,0,0,0,0,21,15.7,155.1,1025.4,15.1,3.2,123.5,10.4,5,,0.1,0
2017/1/2,64.4,46.4,54.7,64.4,46.4,54.7,50.5,87,0,0,0,0,0,18.6,11.2,5.8,1023,6.8,2.3,118.9,10.2,5,,0.14,0
2017/1/3,60.8,50,53.8,60.8,48.5,53.7,47.9,81.6,0,0,0,0,0,11,6.7,27.9,1024.8,17.3,2.4,83.2,7.2,4,,0.17,1
2017/1/4,64.4,48.2,56.7,64.4,48.2,56.7,52.4,86.4,0,0,0,0,0,10.3,8.9,129.3,1021.4,33,3.3,52.1,4.6,2,,0.21,0
2017/1/5,59,53.5,58,59,53.5,58,55.8,92.6,0.271,100,16.67,0,0,11.2,8.9,87.1,1018.6,85.8,3.1,17.6,1.5,1,,0.24,3
2017/1/6,55.4,53.6,54,55.4,53.6,54,53.8,99.4,0.246,100,16.67,0,0,12.3,8.9,338.4,1020,72.9,3.3,28.4,2.4,2,,0.25,1
2017/1/7,59,51.8,55.6,59,51.8,55.6,54.9,97.4,0.659,100,16.67,0,0,24.4,13.4,338.4,1015,69.8,2.8,46.4,4,3,,0.31,1
2017/1/8,53.5,46.4,49.5,53.5,39.9,46.6,43.6,80,0.02,100,4.17,0,0,27.7,15.7,326.7,1018,46.1,4,69.6,6,3,,0.35,0
2017/1/9,46.4,44.5,45.5,44.6,38.9,41,35.1,67.2,0,0,0,0,0,23.5,15.7,324.6,1023.9,59.8,3.5,82,7.2,4,,0.38,0
2017/1/10,48.2,37.4,43.9,46.4,37.4,42.5,37.1,77.7,0.003,100,4.17,0,0,16.8,6.7,345.2,1025.8,48.8,2.7,85.1,7.4,4,,0.42,0
2017/1/11,44.6,41,43.3,42.2,38.1,39.7,40.3,89.6,0.132,100,12.5,0,0,13.9,8.9,332,1027.1,80.1,3,16.6,1.4,1,,0.45,1
2017/1/12,42.8,41,42.1,42.8,36.5,38.9,40.1,92.9,0.205,100,20.83,0,0,13.2,6.7,327.9,1023.3,69.4,4.1,10,0.8,0,,0.5,0
2017/1/13,53.6,37.4,44.3,53.6,32.2,42.3,34,69.5,0,0,0,0,0,23,13.4,325.3,1021.8,0.1,4.2,161.8,13.9,6,,0.52,1
2017/1/14,48.2,33.8,41.7,44.2,30,37.9,30.7,66.9,0,0,0,0,0,23.9,11.2,354.5,1027,33.5,4.9,156.1,13.4,6,,0.55,1
2017/1/15,48.2,35.6,41.9,44.2,31.8,37.7,31,65.9,0,0,0,0,0,22.1,8.9,352.4,1029.4,76.2,6.3,89,7.7,4,,0.59,1
2017/1/16,48.2,35.6,42.2,46.4,33.9,39.8,33,70.9,0,0,0,0,0,16.3,8.9,7.7,1028.8,48,6.2,121.7,10.5,5,,0.62,0
2017/1/17,46.4,33.9,41.9,46.4,29.8,41.7,39.5,91.4,0.079,100,8.33,0,0,15.7,4.5,116.3,1028.6,55,3.7,66.5,5.7,4,,0.65,0
2017/1/18,50,44.6,46.8,48.5,44.3,45.9,46.8,100,0.238,100,16.67,0,0,14.8,6.7,17.3,1027,69.4,1.3,14.3,1.2,1,,0.68,0
2017/1/19,46.4,44.6,46.2,44.4,40.5,43,45.2,96.5,0.091,100,12.5,0,0,20.6,13.3,330.8,1026,72.9,2,21.6,1.8,1,,0.72,0
2017/1/20,44.6,30.2,39.6,38.9,23.5,32.3,22.4,51.9,0.005,100,4.17,0,0,34.7,17.9,323.7,1031.8,18.1,5.1,179.2,15.5,7,,0.75,0
2017/1/21,50,26.6,36.7,46.4,23.5,35.3,24.3,63.8,0,0,0,0,0,10.5,8.9,322.4,1031.3,14.2,6.3,169.7,14.7,7,,0.78,0
2017/1/22,48.2,28.4,37.9,44.2,27.6,35,25,64.5,0,0,0,0,0,25.3,13.4,337.5,1033.2,0,5.3,179.4,15.3,7,,0.81,0
2017/1/23,44.6,28.4,36.4,40.8,28.4,34.2,24.5,65.7,0,0,0,0,0,20.6,6.7,1.6,1035,17.8,5.2,177.4,15.2,7,,0.84,0
2017/1/24,51.8,28.4,39.1,51.8,25.5,38,30.3,73,0,0,0,0,0,16.8,8.9,92.6,1034.9,31.3,5.9,156,13.6,6,,0.88,0
2017/1/25,51.8,33.8,43.1,51.8,33.8,42.9,35.9,77.7,0,0,0,0,0,15,4.5,97.2,1033.1,22.3,4.7,88.2,7.7,3,,0.91,0
2017/1/26,59,33.8,45,59,32.2,43.9,37.3,77.8,0,0,0,0,0,17.4,11.1,158.1,1029,1.3,4.8,179.7,15.5,7,,0.94,0
2017/1/27,57.1,35.6,46.2,57.1,35.6,45.4,40,80.6,0,0,0,0,0,21.9,11.2,357,1027.8,43.8,4.1,173.2,14.9,7,,0.97,0
2017/1/28,64.3,44.6,53,64.3,42.2,52.5,46.9,81,0,0,0,0,0,23.7,20.1,163.1,1022,51.1,4.4,126.9,10.9,5,,0,0
2017/1/29,82.3,51.8,62.8,81.7,51.8,62.8,52,70.5,0.052,100,20.83,0,0,38,17.9,250.5,1017.1,59.1,5.2,67.8,5.7,4,,0.04,0
2017/1/30,50,37.4,43.3,44,30.9,36.9,32.8,67.6,0.001,100,4.17,0,0,33.8,17.9,344.4,1030.2,80.8,5.1,99.1,8.5,5,,0.08,0
2017/1/31,46.4,37.4,41.3,44.6,30.9,37.6,29.9,63.8,0,0,0,0,0,19.9,8.9,347.1,1029.3,77.3,6.3,112.6,9.7,5,,0.11,0
2017/2/1,44.6,41,42.9,44.6,34.4,38.4,34,71.1,0.001,100,4.17,0,0,25.3,11.2,346.7,1031.4,88.5,6.2,65.3,5.8,3,,0.15,0
2017/2/2,46.4,39.2,42.6,44.6,34.3,39.7,33.1,69.2,0,0,0,0,0,17,8.9,347.7,1031.9,68.4,5.9,101.9,8.8,4,,0.18,0
2017/2/3,55.4,41,48.1,55.4,38.1,47.6,40.7,76,0,0,0,0,0,16.8,6.7,144.4,1024.7,81.1,6.3,93.6,8,4,,0.22,0
2017/2/4,51.8,48.2,49.6,51.8,45.1,48.6,47.1,91.3,0.252,100,12.5,0,0,17.2,6.7,5.5,1018.7,57.6,3.5,103.3,8.7,4,,0.25,0
2017/2/5,50,37.4,46.4,48.2,36,43.6,42.7,87.4,0.114,100,8.33,0,0,26.4,11.2,337.9,1020,56.3,2.3,92.7,8,4,,0.29,2
2017/2/6,51.8,33.8,42.8,51.8,33.8,40.6,34.9,76.1,0,0,0,0,0,24.6,11.2,13.5,1025.7,24.6,3.2,176.7,15.2,6,,0.33,4
2017/2/7,55.4,42.7,46.9,55.4,40.1,45.2,35.4,64.8,0,0,0,0,0,15.2,11.2,23.9,1024.8,84,6.3,108.5,9.4,4,,0.36,0
2017/2/8,46.4,39.2,43.4,46.4,30.6,39.5,41.4,92.6,0.228,100,20.83,0,0,26.8,15.5,337.1,1022.2,72.4,4.7,18.6,1.7,1,,0.4,1
2017/2/9,42.8,33.8,37.8,35.2,24.5,29.9,26.1,64,0.02,100,4.17,0,0,35.1,17.9,320.9,1026.1,56.2,3.9,124.1,10.9,4,,0.43,0
2017/2/10,44.6,33.8,39.1,37.6,27.6,32.7,17,42.3,0,0,0,0,0,38,20.1,322.8,1028.1,14.8,5.1,210.6,18.2,8,,0.47,0
2017/2/11,48.2,32,39.2,44.2,27.6,35.4,16.6,42.8,0,0,0,0,0,23.3,13.4,331.2,1031.5,17.4,6.3,212,18.3,8,,0.5,0
2017/2/12,55.4,26.6,40.2,55.4,21.3,39.5,20.2,51.8,0,0,0,0,0,10.3,6.7,126.7,1031.3,0,6.3,213.4,18.5,8,,0.54,0
2017/2/13,60.8,30.2,44.2,60.8,30.2,43.9,27.4,57.1,0,0,0,0,0,12.8,6.7,126.9,1031.8,0,5.3,212.2,18.3,8,,0.57,0
2017/2/14,60.8,33.8,46.2,60.8,33.8,45.8,28.9,55.9,0,0,0,0,0,16.6,8.9,118.8,1033.9,10.1,5.4,213.3,18.3,8,,0.6,0
2017/2/15,64.4,32,49.1,64.4,27.6,47.9,34.3,59.4,0,0,0,0,0,22.6,13.4,157.9,1028.5,1.2,6,209.9,18.1,8,,0.63,0
2017/2/16,73.4,48.2,59.3,73.4,45.2,58.5,48.5,68.8,0,0,0,0,0,23.9,13.4,173.7,1019.3,26.3,6.2,197.6,17.1,7,,0.66,2
2017/2/17,59,44.6,49.6,59,39.8,47.4,45.1,85.1,0,0,0,0,0,40.3,15.7,18.2,1024.1,44.8,3.7,154.3,13.2,7,,0.7,0
2017/2/18,51.8,41,45.1,51.8,36.5,43,39,80.2,0.069,100,4.17,0,0,14.5,6.7,15.4,1028.2,51.3,6,92.5,7.9,5,,0.73,0
2017/2/19,69.8,39.2,55.2,69.8,34.3,53.4,44.4,70.3,0.018,100,4.17,0,0,35.6,20.1,170.1,1017.1,26.3,5,193.1,16.8,7,,0.75,0
2017/2/20,68,42.8,52,68,35.9,49.4,43.7,73.8,0,0,0,0,0,47,20,21.8,1019,51.2,5,115.8,10,5,,0.79,0
2017/2/21,51.8,41,47.6,51.8,34.4,45.7,37.1,66.9,0,0,0,0,0,25.1,15.7,113.4,1026,87.3,6.2,140.6,12.3,5,,0.83,1
2017/2/22,53.6,41,47.2,53.6,33.6,43.3,42.1,82.6,0.144,100,8.33,0,0,30.4,13.4,334.3,1018.7,91,5,98.4,8.5,5,,0.86,0
2017/2/23,42.8,37.4,40.5,40.2,29.9,34.1,32.1,72.1,0.043,100,8.33,0,0,27.7,15.7,323.3,1026.4,75.8,3,45.4,3.9,2,,0.89,0
2017/2/24,46.4,35.6,41.5,44.6,33.9,38.6,27.3,59.1,0,0,0,0,0,17.4,8.9,337.2,1028.6,36,5.4,172.1,15,7,,0.92,0
2017/2/25,53.6,33.8,43.8,53.6,33.8,43.5,27.5,56.7,0,0,0,0,0,14.5,6.7,38.7,1025.7,0.4,4.4,220,18.9,8,,0.95,0
2017/2/26,57.2,41,48,57.2,41,47.9,31.7,55.3,0,0,0,0,0,15.2,6.7,46.5,1025.5,0.2,3.3,206.2,17.8,8,,0,0
2017/2/27,57.2,35.6,45.8,57.2,33.9,45.1,30.7,60,0,0,0,0,0,19.7,13.4,38.9,1027.7,11.7,4,223.7,19.2,8,,0.02,0
2017/2/28,60.8,35.7,48.5,60.8,31.9,47.7,35.1,61.7,0,0,0,0,0,19.5,11.2,129.9,1023.8,48.1,6.3,228.9,19.7,8,,0.06,0
2017/3/1,68,39.2,54.4,68,39.2,54.3,36.7,56.2,0,0,0,0,0,33.6,22.4,313.6,1019.1,22.8,5.5,213.9,18.4,8,,0.09,2
2017/3/2,53.6,37.4,46.4,53.6,32.2,42.3,23.2,42,0,0,0,0,0,31.3,20.1,326,1024.8,17.9,5.5,242.7,21.1,9,,0.13,0
2017/3/3,60.8,32,46.9,60.8,27.6,46.1,29.8,53.7,0,0,0,0,0,22.6,13.4,161.1,1020,39.7,6.2,240.5,20.7,8,,0.16,1
2017/3/4,68,41,54.8,68,38.1,54.4,39.8,61.9,0.016,100,4.17,0,0,18.1,8.9,93.3,1015.8,12.4,5.2,232,20.2,8,,0.2,2
2017/3/5,55.4,50,52,55.4,47.3,51.6,51.9,99.7,0.293,100,20.83,0,0,13.9,8.9,351.9,1015.2,66.2,2,23.2,2.1,1,,0.25,3
2017/3/6,53.6,41,48.3,53.6,38,46.2,38.2,70.5,0.269,100,8.33,0,0,26.6,11.2,9.7,1020.2,44.9,4.7,194.2,16.8,8,,0.27,0
2017/3/7,59,33.8,45.7,59,31.8,45.1,29.3,59,0,0,0,0,0,13.2,6.7,71.4,1020.9,21,5.9,245.3,21.1,9,,0.31,0
2017/3/8,60.8,37.4,48.5,60.8,36,48.1,35.2,63.6,0,0,0,0,0,18.6,11.2,330.6,1021.3,4.3,4.4,241,20.8,8,,0.34,0
2017/3/9,66.2,37.4,52.1,66.2,33.9,51.9,36.1,59.5,0,0,0,0,0,12.1,8.9,137.5,1019.2,0.7,4,250.7,21.8,9,,0.38,0
2017/3/10,55.4,50,52.3,55.4,46.4,51.6,47.4,84.2,0.154,100,12.5,0,0,20.6,17.9,178.2,1018.7,19.2,4.3,60.3,5.1,2,,0.41,0
2017/3/11,58.9,50,52.8,58.9,47.3,52.5,47.7,83.7,0.009,100,8.33,0,0,16.1,8.9,148.8,1020.6,62.3,4.3,38.9,3.2,2,,0.45,1
2017/3/12,55.4,50,52.7,55.4,48.5,52.6,52.6,99.7,0.629,100,16.67,0,0,14.5,9.1,83.3,1017,80.6,1.9,32.2,2.6,1,,0.5,1
2017/3/13,51.8,42.8,48.2,51.8,36.7,44.3,47,95.7,1.166,100,16.67,0,0,26.4,11.2,359.4,1018.2,74.1,4.2,15.5,1.5,1,,0.52,0
2017/3/14,55.4,42.8,47.8,55.4,36.6,44.8,36,66.5,0.032,100,4.17,0,0,27.5,13.4,336.2,1024.6,38.7,5.8,243.1,20.9,8,,0.55,0
2017/3/15,57.2,37.4,48.1,57.2,33.9,46.9,36.5,67.3,0.006,100,4.17,0,0,19.7,8.9,48,1024.5,45.4,6.3,224.4,19.5,8,,0.58,0
2017/3/16,51.8,44.6,48.7,51.8,42.2,48.1,41.7,77.4,0.054,100,8.33,0,0,11.4,6.7,17.1,1021.8,67.9,5.8,65.8,5.9,3,,0.61,0
2017/3/17,57.2,41,51,57.2,40.2,50.7,39.5,67.3,0.009,100,4.17,0,0,18.3,11.1,113.6,1022.4,51.6,5.6,199.4,17.1,8,,0.65,0
2017/3/18,55.4,50,52,55.4,47.3,51.7,43.3,72.3,0.025,100,12.5,0,0,12.5,8.9,6,1022,64.7,5.7,39.9,3.5,2,,0.68,0
2017/3/19,55.4,50,51.9,55.4,48.5,51.8,51.2,97.6,0.192,100,12.5,0,0,15.4,8.9,85.6,1022.4,66.4,2.1,57.4,5,3,,0.71,0
2017/3/20,58.9,51.8,54,58.9,51.8,54,52.1,93.5,0.687,100,16.67,0,0,26.2,17.9,322.6,1016.3,69.6,3.1,68.5,6,4,,0.75,0
2017/3/21,59,50,53.7,59,45,52.7,43.8,71.2,0.003,100,8.33,0,0,26.8,17.9,353.6,1022.4,52.2,3.8,210.3,18.3,8,,0.78,0
2017/3/22,50,44.6,48.4,50,42,46,44.7,87.1,0.325,100,12.5,0,0,16.1,13.4,150.5,1019.8,55.7,4.5,24.5,2.1,1,,0.81,1
2017/3/23,55.4,46.4,50.4,55.4,44.3,49.9,47,88.8,0.088,100,8.33,0,0,20.1,11.1,350,1019.8,74.3,4.6,101.9,8.7,4,,0.84,0
2017/3/24,51.8,48.2,49.7,51.8,45.1,48.6,48.4,95.4,0.389,100,12.5,0,0,12.5,6.7,345.6,1020.5,66.6,3.2,32.5,2.7,1,,0.87,0
2017/3/25,57.2,48.2,51.9,57.2,44.2,50.6,45,79.5,0.082,100,8.33,0,0,25.1,13.4,330.3,1021.6,47.6,3.2,128.4,11.2,5,,0.9,0
2017/3/26,66.2,44.6,55,66.2,44.6,55,40.6,64.3,0,0,0,0,0,27.1,13.4,313.6,1023,16.8,4.5,260.4,22.5,9,,0.94,0
2017/3/27,69.8,42.8,55.8,69.8,42.2,55.6,35.9,53.9,0,0,0,0,0,15.9,11.2,104.6,1024.7,0,5.8,284.4,24.7,9,,0.97,0
2017/3/28,69.8,51.8,60.2,69.8,51.8,60.2,43.4,54.4,0,0,0,0,0,33.3,17.7,177,1020.1,91.1,6.3,119.4,10.2,5,,0,0
2017/3/29,66.2,53.6,60.3,66.2,53.6,60.3,51.9,74.1,0,0,0,0,0,19.5,11.2,26.7,1020.8,29.7,3.6,202.3,17.4,8,,0.04,0
2017/3/30,55.4,53.6,54.1,55.4,53.6,54.1,53,96,0.186,100,8.33,0,0,20.8,11.2,102.4,1019.3,56.9,2.1,40.7,3.5,2,,0.07,0
2017/3/31,55.4,48.2,51.9,55.4,43.4,50.5,45.8,80.9,0.426,100,12.5,0,0,29.1,13.4,349.2,1020.6,61.6,4.9,55.8,4.9,2,,0.11,0
2017/4/1,64.4,42.8,53.6,64.4,38.7,53.3,38.5,59.9,0.037,100,8.33,0,0,28.2,15.7,328.4,1021.9,20.4,4.5,272.8,23.8,9,,0.14,0
2017/4/2,71.6,41,56.7,71.6,40.2,56.5,40.8,61.8,0,0,0,0,0,21.5,11.2,309.5,1022.5,0.7,4.1,281.7,24.4,9,,0.18,1
2017/4/3,73.4,44.6,59.1,73.4,42.2,58.9,40.4,55.3,0,0,0,0,0,21.9,17.9,136.6,1023.4,43.8,5.1,284.5,24.6,9,,0.21,1
2017/4/4,73.3,48.2,62.9,73.3,45.1,62.8,50.4,65.6,0,0,0,0,0,31.5,20.1,166.2,1019.1,40.7,5.1,259.7,22.4,9,,0.25,1
2017/4/5,77,66.2,69.7,77,66.2,69.7,57.2,65.1,0.001,100,4.17,0,0,27.5,17.9,164.4,1012.7,56.7,6,212.6,18.3,8,,0.28,1
2017/4/6,84.1,62.6,69.4,85.6,62.6,69.7,61.3,76.7,0.059,100,4.17,0,0,21.7,15.5,156,1010.3,19.2,4.5,217.6,18.9,8,,0.32,0
2017/4/7,66.2,59,62.2,66.2,59,62.2,61.6,98.2,0.84,100,12.5,0,0,20.6,8.9,30.5,1012,63.1,2.3,122.6,10.7,5,,0.36,0
2017/4/8,77,59,66,77,59,66,62.7,90.1,0.001,100,4.17,0,0,20.1,11.2,132.5,1011.7,60.9,2.9,199,17.3,7,,0.39,0
2017/4/9,64.4,53.6,58.8,64.4,53.6,58.8,58.4,98.7,0.631,100,20.83,0,0,22.4,11.2,4.3,1009.9,74.2,3.3,23.2,2.1,1,,0.43,1
2017/4/10,57.2,51.8,53.9,57.2,51.8,53.9,52.9,96.3,0.849,100,20.83,0,0,19.9,8.9,336.9,1008.7,68.6,4.3,50.5,4.2,3,,0.46,0
2017/4/11,53.6,51.8,52.9,53.6,51.8,52.9,49,86.9,0.246,100,12.5,0,0,23,13.4,320.3,1013.8,77.1,4.6,79.3,7,3,,0.5,2
2017/4/12,67.9,48.2,56.5,67.9,46.4,56.4,41.5,64.9,0,0,0,0,0,19.9,8.9,2.8,1019.2,10.3,4.3,252.7,21.8,9,,0.53,1
2017/4/13,73.4,41,57.9,73.4,38.1,57.7,36,51.1,0,0,0,0,0,19.9,13.4,161.4,1019.9,2.1,6.2,313.5,27,10,,0.56,2
2017/4/14,82.4,50,65.7,80.8,47.3,65.4,46,51.7,0,0,0,0,0,19.2,13.4,158.1,1013.6,27.2,6.3,301,25.8,10,,0.6,1
2017/4/15,87.8,55.4,71.9,87.1,55.4,71.5,56.4,63,0,0,0,0,0,15.4,13.4,116,1011.8,19.9,6.2,297.7,25.8,9,,0.63,1
2017/4/16,87.8,64.4,74.1,91.3,64.4,74.8,66.1,78.8,0.076,100,8.33,0,0,16.6,8.9,170.9,1010.3,24.7,4.9,244.4,21.1,8,,0.66,0
2017/4/17,77,64.4,70.2,77,64.4,70.2,65.8,86.6,0.46,100,8.33,0,0,26.8,15.7,247.8,1005.7,51.7,5.1,67.5,6,3,,0.69,0
2017/4/18,86,59,72.2,84.5,59,71.9,56.2,62.4,0,0,0,0,0,24.2,17.9,277.4,1005.9,56.8,5.6,302,26.2,10,,0.73,0
2017/4/19,80.6,59,68.3,79.7,59,68.2,53.1,63.1,0.03,100,4.17,0,0,26.8,17.9,163.7,1010.6,62.8,5.7,228.8,19.8,8,,0.75,0
2017/4/20,78.8,62.6,69.4,78.8,62.6,69.4,63.4,82.7,1.789,100,16.67,0,0,28,11.2,330.5,1008.6,53.1,4.4,144,12.4,8,,0.79,0
2017/4/21,68,60.8,64.4,68,60.8,64.4,58.3,81.4,0.077,100,12.5,0,0,14.3,15.7,316.1,1011.8,27.4,3.1,46.1,4.1,2,,0.82,1
2017/4/22,69.8,53.6,62.3,69.8,53.6,62.3,51.9,71.7,0.002,100,4.17,0,0,22.4,11.2,353.4,1015.4,52.1,4.8,235.3,20.4,8,,0.86,0
2017/4/23,73.4,50,60.6,73.4,48.5,60.5,48.2,67.7,0,0,0,0,0,20.4,11.2,139.4,1017.1,37.2,5.1,282,24.4,10,,0.89,0
2017/4/24,78.8,51.8,65,78.8,51.8,65,53.4,69,0,0,0,0,0,22.1,11.2,147.7,1015.6,24.1,5.5,309.5,26.8,10,,0.92,1
2017/4/25,78.8,60.8,68.4,78.8,60.8,68.4,61.9,81.2,0.291,100,4.17,0,0,24.4,20.1,141.2,1013.6,47,4.7,185.4,15.9,8,,0.96,0
2017/4/26,66.2,59,62.4,66.2,59,62.4,59.5,90.5,1.712,100,20.83,0,0,32.4,13.4,8.7,1014.7,77,4.4,138.4,11.8,6,,0,0
2017/4/27,69.9,51.8,60.6,69.9,51.8,60.6,45.7,61.8,0.047,100,4.17,0,0,22.8,13.4,330.3,1018.1,75.2,9.5,246.3,21.4,9,,0.02,0
2017/4/28,78.8,46.4,63.2,78.8,46.4,63.1,42.8,54,0.003,100,4.17,0,0,13.6,6.7,172.7,1014.9,2.3,5.9,325,28.2,10,,0.06,1
2017/4/29,84.2,51.8,68.7,81.9,51.8,68.2,47.1,51.5,0,0,0,0,0,13.2,8.9,173.2,1012.6,1.5,6.3,320.8,27.6,10,,0.09,0
2017/4/30,86,53.6,71.3,83.2,53.6,70.6,49.8,50.8,0,0,0,0,0,19.2,15.5,166.4,1011.5,13.4,6.3,321.2,27.6,10,,0.13,0
2017/5/1,82.4,57.3,70.8,82.1,57.3,70.8,60.5,72.4,0.03,100,4.17,0,0,25.7,13.4,147,1013.2,63.9,6.2,276.2,24,9,,0.16,0
2017/5/2,69.8,62.6,64.5,69.8,62.6,64.5,63.1,95.2,0.846,100,20.83,0,0,25.7,11.2,129.4,1015.2,65.3,5.3,43.3,3.8,1,,0.2,3
2017/5/3,68,62.6,65.2,68,62.6,65.2,63.4,94.2,0.093,100,4.17,0,0,22.8,11.2,129.5,1015.4,89.9,5,79.8,6.9,3,,0.25,2
2017/5/4,75.2,66.2,69.6,75.2,66.2,69.6,67.6,93.7,0.186,100,12.5,0,0,28.4,13.4,211.7,1011.3,82.8,5,74.5,6.5,3,,0.27,2
2017/5/5,80.6,66.2,72.8,82.7,66.2,73,63.6,74.5,0,0,0,0,0,19.9,17.7,331.8,1015.1,54.5,5.2,224,19.1,8,,0.3,1
2017/5/6,73.4,64.4,68.5,73.4,64.4,68.5,62.4,81.8,0.02,100,16.67,0,0,16.1,8.9,13.7,1018.8,30.5,4.6,131,11.4,5,,0.34,1
2017/5/7,80.6,60.8,68.9,79.9,60.8,68.8,56,69.3,0,0,0,0,0,16.8,11.2,143,1017.3,13.5,4.4,277.3,24,9,,0.37,2
2017/5/8,69.8,62.6,65.2,69.8,62.6,65.2,58.9,81,0.563,100,16.67,0,0,30.2,11.2,170.6,1011.1,61.1,5.4,163.5,14.2,7,,0.4,1
2017/5/9,82.4,64.4,72.6,82.5,64.4,72.4,59.3,68,0.043,100,8.33,0,0,30.4,13.4,289.7,1010,38.8,5.1,301.2,25.9,10,,0.44,2
2017/5/10,89.6,59,75.1,87.7,59,74.5,56.7,57.3,0,0,0,0,0,18.6,15.7,163.9,1013.8,20.5,6.2,324.1,28,10,,0.47,1
2017/5/11,93.2,68,81,95.2,68,82.5,63.3,56.3,0,0,0,0,0,18.3,13.4,171.1,1011.5,70.2,6.2,307.1,26.6,10,,0.5,1
2017/5/12,77,62.6,69.1,77,62.6,69.1,67.2,94.2,0.326,100,12.5,0,0,24.2,13.4,342.9,1009,68,4.3,39.9,3.4,2,,0.54,0
2017/5/13,87.8,59,72.1,87.1,59,72,61.3,73.6,0.14,100,4.17,0,0,15.2,8.9,172.7,1009.2,47.3,5.7,303.5,26.2,9,,0.58,0
2017/5/14,89.6,59,73.6,91.2,59,73.9,61.1,68.6,0,0,0,0,0,16.3,11.1,9.7,1011.1,9.7,5.3,307,26.5,10,,0.61,1
2017/5/15,75.2,66.2,70.7,75.2,66.2,70.7,63.1,77.8,0,0,0,0,0,18.6,11.2,120.5,1013.2,60.9,5.3,200.3,17.3,8,,0.64,1
2017/5/16,71.6,60.8,67.3,71.6,60.8,67.3,59.9,77.8,0.03,100,4.17,0,0,19,8.9,20.9,1011.1,75,6.3,173.1,14.9,7,,0.68,3
2017/5/17,82.3,53.7,67.8,81.1,53.7,67.7,57,72.9,0,0,0,0,0,18.6,13.4,109.5,1012.3,45.5,6.1,289,25,9,,0.71,1
2017/5/18,84.2,59,71.2,83.9,59,71.3,58.1,65.9,0,0,0,0,0,21.7,15.7,143.4,1014.9,15,6.2,323.2,28,10,,0.74,0
2017/5/19,82.4,60.8,72.6,82.9,60.8,72.7,60.6,67.8,0,0,0,0,0,25.5,13.4,154.3,1013.8,81.9,6.3,286.5,24.6,9,,0.75,1
2017/5/20,86,71.6,76.4,88.4,71.6,76.9,65,68.8,0.059,100,4.17,0,0,26.2,15.7,157.2,1011.2,46.2,6.2,230,19.9,8,,0.81,0
2017/5/21,82.4,64.4,73.9,84,64.4,74.3,64.5,73.9,0,0,0,0,0,21.9,13.4,148.4,1010.5,42.8,6.3,264.2,22.8,8,,0.84,2
2017/5/22,84.2,66.2,74.9,86.5,66.2,75.7,67,78.1,0,0,0,0,0,22.4,13.4,143.8,1009.8,45.5,5.7,218.3,18.8,6,,0.88,0
2017/5/23,80.5,73.4,75.5,83.8,73.4,75.6,70.9,86.1,0.204,100,8.33,0,0,22.4,11.2,176.3,1006.6,64.5,5,113.7,9.8,4,,0.91,0
2017/5/24,71.6,67.9,69.5,71.6,67.9,69.5,67.5,93.8,1.09,100,16.67,0,0,30.2,15.7,334,1008.3,78.6,3.9,86.1,7.2,4,,0.94,2
2017/5/25,84.2,62.6,72.4,81.9,62.6,72.1,56,61.8,0,0,0,0,0,21.3,13.4,329.7,1010.5,35.9,5.5,316.5,27.4,10,,0.98,1
2017/5/26,82.4,60.8,71.4,84,60.8,71.5,56.5,61.1,0,0,0,0,0,20.6,13.4,16.8,1011.8,44.4,6,309,26.5,10,,0,0
2017/5/27,87.8,60.8,73.6,86.6,60.8,73.4,60.3,67.3,0,0,0,0,0,18.3,11.1,137,1012.2,2.4,5.6,319,27.5,10,,0.05,0
2017/5/28,84.2,62.6,73.5,85,62.6,73.5,60,65.1,0,0,0,0,0,19.9,11.2,135.1,1012.4,40,6.2,291.8,25.2,9,,0.08,0
2017/5/29,86,62.6,74.4,89.4,62.6,75.1,64,71.6,0,0,0,0,0,22.4,15.7,148.4,1012.1,12,6.3,294.8,25.4,9,,0.11,0
2017/5/30,89.6,69.8,79.3,96.4,69.8,81.3,69,72.2,0,0,0,0,0,20.8,13.4,160.2,1007.9,58.1,6.3,267.7,23.1,9,,0.15,0
2017/5/31,91.4,75.2,83.1,95.6,75.2,85.6,70.4,68.1,0.028,100,16.67,0,0,19.2,8.9,125.8,1002.5,42.8,5.7,214.2,18.5,8,,0.18,0
2017/6/1,80.6,75.1,78.2,85.3,75.1,79.3,73.4,85.6,0.748,100,12.5,0,0,8.9,11.1,144.9,1000.7,23.5,3.6,53.1,4.6,2,,0.25,0
2017/6/2,87.8,71.6,78.6,92.7,71.6,80.3,71.5,80.8,0.124,100,4.17,0,0,21.9,15.7,90.8,1003.6,26.2,3.5,273.9,23.7,9,,0.25,2
2017/6/3,86,68,76,85.5,68,76.2,63.4,68.2,0,0,0,0,0,21.3,13.4,120,1006.6,42.8,5.2,268.5,23.1,8,,0.28,2
2017/6/4,82.3,69.8,75,82.4,69.8,75.1,61.5,64.2,0,0,0,0,0,19.9,13.4,125,1009.3,57.2,6.3,191,16.6,7,,0.32,2
